,pmid,secid,sentid,section,sentence_text,pred_consort_relevant
322,24491074,3,6,Results,RAP followed by PIR did significantly reduce depressive symptoms relative to those students not receiving PIR.,[]
323,24491074,3,7,Results,"Across the 12-month follow-up, the between-group reductions in depressive symptoms were no longer significant.",[]
324,24491074,3,8,Results,"At follow-up, participants in the RAP-PIR condition had achieved significant increases in their school-related life satisfaction and significant increases in social functioning with peers relative to their peers in the other conditions.",[]
325,24491074,4,9,Conclusion,The study provides preliminary support for the effectiveness of the PIR program in reducing depressive symptoms when used alongside RAP in the short term and in improving social adjustment and school-related life satisfaction in the longer term.,[]
326,24491074,4,10,Conclusion,"Given the importance of social adjustment in adolescent mental well-being, the PIR program represents a potentially important addition to the prevention of depression in youth.",[]
327,22648703,0,0,Title,Intervention effectiveness among war-affected children: a cluster randomized controlled trial on improving mental health.,[]
328,10+1037_0022-006X+74+1+66,0,0,Title,"Evaluation of universal, indicated, and combined cognitive-behavioral approaches to the prevention of depression among adolescents.",[]
329,27054828,0,0,Title,Effectiveness of a school-based mindfulness program for transdiagnostic prevention in young adolescents.,[]
330,10+1007_s10826-018-1194-1,0,0,Title,The Healthy Context Paradox: Victims’ Adjustment During an Anti-Bullying Intervention,[]
331,28910673,0,0,Title,A randomized controlled evaluation of a secondary school mindfulness program for early adolescents: Do we have the recipe right yet?,[]
332,28910673,1,1,Objective,Mindfulness is being promoted in schools as a prevention program despite a current small evidence base.,[]
333,28910673,1,2,Objective,"The aim of this research was to conduct a rigorous evaluation of the .b (""Dot be"") mindfulness curriculum, with or without parental involvement, compared to a control condition.",[]
334,28910673,2,3,Method,"In a randomized controlled design, students (M age 13.44, SD 0.33; 45.4% female) across a broad range of socioeconomic indicators received the nine lesson curriculum delivered by an external facilitator with (N=191) or without (N=186) parental involvement, or were allocated to a usual curriculum control group (N=178).","['D04b', 'D04a', 'D02']"
335,28910673,2,4,Method,"Self-report outcome measures were anxiety, depression, weight/shape concerns, wellbeing and mindfulness.","['D06a', 'D06b']"
336,28910673,3,5,Results,"There were no differences in outcomes between any of the three groups at post-intervention, six or twelve month follow-up.",[]
337,28910673,3,6,Results,Between-group effect sizes (Cohen's d) across the variables ranged from 0.002 to 0.37.,[]
338,28910673,3,7,Results,A wide range of moderators were examined but none impacted outcome.,[]
339,28910673,4,8,Conclusions,"Further research is required to identify the optimal age, content and length of mindfulness programs for adolescents in universal prevention settings.",[]
340,28910673,5,9,Trial registration,ACTRN12615001052527.,[]
341,24690470,0,0,Title,School-based mental health intervention for children in war-affected Burundi: a cluster randomized trial.,[]
342,24690470,1,1,Background,Armed conflicts are associated with a wide range of impacts on the mental health of children and adolescents.,[]
343,24690470,1,2,Background,"We evaluated the effectiveness of a school-based intervention aimed at reducing symptoms of posttraumatic stress disorder, depression, and anxiety (treatment aim); and improving a sense of hope and functioning (preventive aim).",[]
344,24690470,2,3,Methods,"We conducted a cluster randomized trial with 329 children in war-affected Burundi (aged 8 to 17 (mean 12.29 years, standard deviation 1.61); 48% girls).","['D03b', 'D02']"
345,24690470,2,4,Methods,"One group of children (n = 153) participated in a 15-session school-based intervention implemented by para-professionals, and the remaining 176 children formed a waitlist control condition.","['D04b', 'D04a']"
346,24690470,2,5,Methods,"Outcomes were measured before, one week after, and three months after the intervention.","['D06a', 'D06b']"
347,24690470,3,6,Results,No main effects of the intervention were identified.,[]
348,24690470,3,7,Results,"However, longitudinal growth curve analyses showed six favorable and two unfavorable differences in trajectories between study conditions in interaction with several moderators.",['D09']
349,24690470,3,8,Results,"Children in the intervention condition living in larger households showed decreases on depressive symptoms and function impairment, and those living with both parents showed decreases on posttraumatic stress disorder and depressive symptoms.",[]
350,24690470,3,9,Results,The groups of children in the waitlist condition showed increases in depressive symptoms.,[]
351,24690470,3,10,Results,"In addition, younger children and those with low levels of exposure to traumatic events in the intervention condition showed improvements on hope.",[]
352,24690470,3,11,Results,"Children in the waitlist condition who lived on their original or newly bought land showed improvements in hope and function impairment, whereas children in the intervention condition showed deterioration on these outcomes.",[]
353,24690470,4,12,Conclusions,"Given inconsistent effects across studies, findings do not support this school-based intervention as a treatment for posttraumatic stress disorder and depressive symptoms in conflict-affected children.",[]
354,24690470,4,13,Conclusions,"The intervention appears to have more consistent preventive benefits, but these effects are contingent upon individual (for example, age, gender) and contextual (for example, family functioning, state of conflict, displacement) variables.",[]
355,24690470,4,14,Conclusions,Results suggest the potential benefit of school-based preventive interventions particularly in post-conflict settings.,[]
356,24690470,5,15,Trial registration,The study was registered as ISRCTN42284825.,[]
357,24421776,0,0,Title,Prevention of internalizing disorders in 9-10 year old children: efficacy of the Aussie Optimism Positive Thinking Skills Program at 30-month follow-up.,[]
358,23043090,0,0,Title,Classroom based cognitive behavioural therapy in reducing symptoms of depression in high risk adolescents: pragmatic cluster randomised controlled trial.,[]
359,23043090,1,1,Objective,To compare the effectiveness of classroom based cognitive behavioural therapy with attention control and usual school provision for adolescents at high risk of depression.,[]
360,23043090,2,2,Design,Three arm parallel cluster randomised controlled trial.,['D02']
361,23043090,3,3,Setting,Eight UK secondary schools.,[]
362,23043090,4,4,Participants,Adolescents (n=5030) aged 12-16 years in school year groups 8-11.,['D03a']
363,23043090,4,5,Participants,"Year groups were randomly assigned on a 1:1:1 ratio to cognitive behavioural therapy, attention control, or usual school provision.","['D04b', 'D04a']"
364,23043090,4,6,Participants,"Allocation was balanced by school, year, number of students and classes, frequency of lessons, and timetabling.",[]
365,23043090,4,7,Participants,Participants were not blinded to treatment allocation.,"['D08a', 'D08b', 'D08c']"
366,23043090,5,8,Interventions,"Cognitive behavioural therapy, attention control, and usual school provision provided in classes to all eligible participants.","['D04b', 'D04a']"
367,23043090,6,9,Main outcome measures,Outcomes were collected by self completed questionnaire administered by researchers.,"['D06a', 'D06b']"
368,23043090,6,10,Main outcome measures,The primary outcome was symptoms of depression assessed at 12 months by the short mood and feelings questionnaire among those identified at baseline as being at high risk of depression.,"['D06a', 'D06b']"
369,23043090,6,11,Main outcome measures,"Secondary outcomes included negative thinking, self worth, and anxiety.","['D06a', 'D06b']"
370,23043090,6,12,Main outcome measures,Analyses were undertaken on an intention to treat basis and accounted for the clustered nature of the design.,[]
371,23043090,7,13,Results,"1064 (21.2%) adolescents were identified at high risk of depression: 392 in the classroom based cognitive behavioural therapy arm, 374 in the attention control arm, and 298 in the usual school provision arm.",[]
372,23043090,7,14,Results,"At 12 months adjusted mean scores on the short mood and feelings questionnaire did not differ for cognitive behavioural therapy versus attention control (-0.63, 95% confidence interval -1.85 to 0.58, P=0.41) or for cognitive behavioural therapy versus usual school provision (0.97, -0.20 to 2.15, P=0.12).",[]
373,23043090,8,15,Conclusion,"In adolescents with depressive symptoms, outcomes were similar for attention control, usual school provision, and cognitive behavioural therapy.",[]
374,23043090,8,16,Conclusion,Classroom based cognitive behavioural therapy programmes may result in increased self awareness and reporting of depressive symptoms but should not be undertaken without further evaluation and research.,[]
375,23043090,9,17,Trial registration,Current Controlled Trials ISRCTN19083628.,[]
376,25546595,0,0,Title,Enhancing cognitive and social-emotional development through a simple-to-administer mindfulness-based school program for elementary school children: a randomized controlled trial.,[]
377,16873760,0,0,Title,Promoting social inclusion in schools: a group-randomized trial of effects on student health risk behavior and well-being.,[]
378,16873760,1,1,Objectives,"We sought to test the efficacy of an intervention that was designed to promote social inclusion and commitment to education, in reducing among students health risk behaviors and improving emotional well-being.",[]
379,16873760,2,2,Methods,"The design was a cluster-randomized trial in 25 secondary schools in Victoria, Australia.","['D03b', 'D02']"
380,16873760,2,3,Methods,The subjects were 8th-grade students (aged 13 to 14 y) in 1997 (n=2545) and subsequent 8th-grade students in 1999 (n=2586) and 2001 (n=2463).,[]
381,16873760,2,4,Methods,"The main outcomes were recent substance use, antisocial behavior, initiation of sexual intercourse, and depressive symptoms.","['D06a', 'D06b']"
382,16873760,3,5,Results,"At 4-year follow-up, the prevalence of marked health risk behaviors was approximately 20% in schools in the comparison group and 15% in schools in the intervention group, an overall reduction of 25%.",[]
383,16873760,3,6,Results,"In ordinal logistic regression models a protective effect of intervention was found for a composite measure of health risk behaviors in unadjusted models (odds ratio [OR]= 0.69; 95% confidence interval [CI]= 0.50, 0.95) and adjusted models (OR= 0.71; CI =0.52, 0.97) for potential confounders.",['D09']
384,16873760,3,7,Results,There was no evidence of a reduction in depressive symptoms.,[]
385,16873760,4,8,Conclusion,The study provides support for prevention strategies in schools that move beyond health education to promoting positive social environments.,[]
386,23890774,0,0,Title,Effects of Positive Action on the emotional health of urban youth: a cluster-randomized trial.,[]
387,23890774,1,1,Purpose,"We examined the effects of Positive Action (PA), a school-based social-emotional learning and health promotion program, on the emotional health of predominately low-income and ethnic minority urban youth.",[]
388,23890774,2,2,Methods,"The study was a matched-pair, cluster-randomized controlled trial involving 14 Chicago public schools.",['D02']
389,23890774,2,3,Methods,"Outcomes were assessed over a 6-year period of program implementation for a cohort of youth in each school, followed from grades 3 to 8.","['D06a', 'D06b']"
390,23890774,2,4,Methods,"Youth reported on their emotional health (positive affect, life satisfaction, depression, anxiety) and social-emotional and character development.","['D06a', 'D06b']"
391,23890774,2,5,Methods,Growth-curve and structural-equation modeling analyses assessed overall program effects on the emotional health outcomes as well as mediation of these effects via the program's impact on youths' social-emotional and character development.,['D09']
392,23890774,3,6,Results,"Students in PA schools, compared with those in control schools, had more favorable change over the course of the study in positive affect (standardized mean difference effect size [ES]= .17) and life satisfaction (ES= .13) as well as significantly lower depression (ES=-.14) and anxiety (ES=-.26) at study end point.",[]
393,23890774,3,7,Results,"Program effects for positive affect, depression, and anxiety were mediated by more favorable change over time in social-emotional and character development for students in PA schools.",[]
394,23890774,4,8,Conclusions,"Results suggest that universal, school-based programs can benefit the emotional health of youth in low-income, urban settings.",[]
395,23890774,4,9,Conclusions,"The modest magnitude of effects over an extended period of program implementation, however, reflects the challenges of both mounting interventions and offsetting formidable risks for mental health problems in such environments.",[]
396,10+1016_j+jad+2019+08+087,0,0,Title,Healthy learning mind – Effectiveness of a mindfulness program on mental health compared to a relaxation program and teaching as usual in schools: A cluster-randomised controlled trial,[]
397,10+1016_j+jad+2019+08+087,1,1,Background,"Mindfulness-Based Interventions (MBIs) have shown promising effects on mental health among children and adolescents, but high-quality studies examining the topic are lacking.",[]
398,10+1016_j+jad+2019+08+087,1,2,Background,The present study assessed the effects of MBI on mental health in school-setting in an extensive randomised controlled trial.,[]
399,10+1016_j+jad+2019+08+087,2,3,Methods,"Finnish school children and adolescents (N = 3519), aged 12–15 years (6th to 8th graders), from 56 schools were randomized into a 9 week MBI group, and control groups with a relaxation program or teaching as usual.","['D04b', 'D04a', 'D02']"
400,10+1016_j+jad+2019+08+087,2,4,Methods,"The primary outcomes were resilience, socio-emotional functioning, and depressive symptoms at baseline, at completion of the programs at 9 weeks (T9), and at follow-up at 26 weeks (T26).","['D06a', 'D06b']"
401,10+1016_j+jad+2019+08+087,3,5,Results,"Overall, mindfulness did not show more beneficial effects on the primary outcomes compared to the controls except for resilience for which a positive intervention effect was found at T9 in all participants (β=1.18, SE 0.57, p = 0.04) as compared to the relaxation group.",[]
402,10+1016_j+jad+2019+08+087,3,6,Results,"In addition, in gender and grade related analyses, MBI lowered depressive symptoms in girls at T26 (β=−0.49, SE 0.21, p = 0.02) and improved socio-emotional functioning at T9 (β=−1.37, SE 0.69, p = 0.049) and at T26 (β=−1.71, SE 0.73, p = 0.02) among 7th graders as compared to relaxation.",[]
403,10+1016_j+jad+2019+08+087,4,7,Limitations,"The inactive control group was smaller than the intervention and active control groups, reducing statistical power.",[]
404,10+1016_j+jad+2019+08+087,5,8,Conclusions,A short 9-week MBI in school-setting provides slight benefits over a relaxation program and teaching as usual.,[]
405,10+1016_j+jad+2019+08+087,5,9,Conclusions,Future research should investigate whether embedding regular mindfulness-based practice in curriculums could intensify the effects.,[]
406,27425565,0,0,Title,A randomized controlled trial of strong minds: A school-based mental health program combining acceptance and commitment therapy and positive psychology.,[]
407,12795585,1,1,,A controlled trial was conducted to evaluate a prevention program aimed at reducing depressive and anxious symptoms in rural school children.,[]
408,12795585,1,2,,Seventh-grade children with elevated depression were selected.,['D03a']
409,12795585,1,3,,"Nine primary schools (n = 90) were randomly assigned to receive the program, and 9 control schools (n = 99) received their usual health education classes.",[]
410,12795585,1,4,,"Children completed questionnaires on depression, anxiety, explanatory style, and social skills.","['D06a', 'D06b']"
411,12795585,1,5,,"Parents completed the Child Behavior Checklist (T. M. Achenbach, 1991).","['D06a', 'D06b']"
412,12795585,1,6,,No intervention effects were found for depression.,[]
413,12795585,1,7,,Intervention group children reported less anxiety than the control group after the program and at 6-month follow-up and more optimistic explanations at postintervention.,[]
414,12795585,1,8,,Intervention group parents reported fewer child internalizing and externalizing symptoms at postintervention only.,[]
415,26404640,1,1,,"The longitudinal effectiveness of a universal, adolescent school-based depression prevention program Op Volle Kracht (OVK) was evaluated by means of a cluster randomized controlled trial with intervention and control condition (school as usual).",['D02']
416,26404640,1,2,,"OVK was based on the Penn Resiliency Program (PRP) (Gillham et al. Psychological Science, 6, 343-351, 1995).",[]
417,26404640,1,3,,Depressive symptoms were assessed with the Child Depression Inventory (Kovacs 2001).,"['D06a', 'D06b']"
418,26404640,1,4,,"In total, 1341 adolescents participated, Mage=13.91, SD=0.55, 47.3% girls, 83.1% Dutch ethnicity; intervention group n=655, four schools; control group n=735, five schools.",[]
419,26404640,1,5,,"Intent-to-treat analyses revealed that OVK did not prevent depressive symptoms, = -0.01, SE=0.05, p=.829, Cohen's d=0.02, and the prevalence of an elevated level of depressive symptoms was not different between groups at 1year follow-up, OR=1.00, 95% CI=0.60-1.65, p=.992, NNT=188.",[]
420,26404640,1,6,,"Latent Growth Curve Modeling over the 2year follow-up period showed that OVK did not predict differences in depressive symptoms immediately following intervention, intercept :  =0.02, p=.642, or changes in depressive symptoms, slope: = -0.01, p=.919.",[]
421,26404640,1,7,,No moderation by gender or baseline depressive symptoms was found.,[]
422,26404640,1,8,,"To conclude, OVK was not effective in preventing depressive symptoms across the 2year follow-up.",[]
423,26404640,1,9,,The implications of these findings are discussed.,[]
424,29030792,1,1,,Ethnic-racial identity formation represents a key developmental task that is especially salient during adolescence and has been associated with many indices of positive adjustment.,[]
425,29030792,1,2,,"The Identity Project intervention, which targeted ethnic-racial identity exploration and resolution, was designed based on the theory that program-induced changes in ethnic-racial identity would lead to better psychosocial adjustment (e.g., global identity cohesion, self-esteem, mental health, academic achievement).",[]
426,29030792,1,3,,"Adolescents (N=215; Mage=15.02, SD=.68; 50% female) participated in a small-scale randomized control trial with an attention control group.",['D02']
427,29030792,1,4,,"A cascading mediation model was tested using pre-test and three follow-up assessments (12, 18, and 67 weeks after baseline).",['D09']
428,29030792,1,5,,"The program led to increases in exploration, subsequent increases in resolution and, in turn, higher global identity cohesion, higher self-esteem, lower depressive symptoms, and better grades.",[]
429,29030792,1,6,,Results support the notion that increasing adolescents' ethnic-racial identity can promote positive psychosocial functioning among youth.,[]
430,30661560,1,1,,The present study concerns a 3-year follow-up of a universal prevention trial targeting anxiety and depressive symptoms in school children.,[]
431,30661560,1,2,,"In addition to evaluating the long-term effect of the prevention program, we also examined attrition and its effect on the outcome.",[]
432,30661560,1,3,,High rates of attrition have commonly been observed in studies in the field.,[]
433,30661560,1,4,,"However, the role of attrition is not sufficiently understood regarding internal and external validity biases.",[]
434,30661560,1,5,,The current study comprised 695 children (aged 8-11 at baseline) from 17 schools in Sweden.,['D03b']
435,30661560,1,6,,Schools were cluster-randomized to either the intervention or control condition.,[]
436,30661560,1,7,,Children completed measures of anxiety and depressive symptoms and parents completed measures of their child's anxiety and general mental health.,"['D06a', 'D06b']"
437,30661560,1,8,,"We found no evidence of long-term effects of the prevention program, except for a small effect regarding parent reports of child anxiety.",[]
438,30661560,1,9,,"However, that effect was not found to be of clinical significance.",[]
439,30661560,1,10,,"Regarding attrition, children with missing data at the 3-year follow-up displayed higher levels of psychiatric symptoms at baseline and increasing symptoms across time.",[]
440,30661560,1,11,,"Furthermore, children in the control condition with missing follow-up data were found to be significantly deteriorated across time compared to the corresponding children in the intervention condition regarding depressive symptoms and total difficulties.",[]
441,30661560,1,12,,"In other words, attrition served as a moderator of the effect, which suggests that the overall result was biased toward a null-result.",[]
442,30661560,1,13,,Our study highlights that large and nonrandom attrition severely limits the validity of the results.,[]
443,30661560,1,14,,"Further, given the common problem of retaining participants in long-term evaluations of school-based prevention trials, previous studies may suffer from the same limitations as the current study.",[]
444,26298674,1,1,,"This study aimed to evaluate whether an intervention prevented the development of depressive symptoms through the early years of secondary school (Grades 7 to 9 - mean ages 12.3 to 14.5 years) in Victoria, Australia.",[]
445,26298674,1,2,,"Twelve schools were randomized to a universal preventative intervention (including a student social relationship/emotional health curriculum, and parent/caregiver parenting education); 12 were randomized as control schools.",[]
446,26298674,1,3,,Multivariate regression analyses used student self-report to predict depressive symptoms at 26-month follow-up (13-months after intervention completion) from baseline measures and intervention status (N=2027).,['D09']
447,26298674,1,4,,There was no overall intervention effect on depressive symptoms.,[]
448,26298674,1,5,,"However, intervention students with moderate symptoms whose parents attended parent education events had a significantly reduced risk of depressive symptoms at follow-up.",[]
449,26298674,1,6,,Future evaluations of interventions of this type should investigate :  therapeutic processes; methods to increase recruitment into effective parent education events; and the potential to target assistance to students with high depressive symptoms.,[]
450,29599729,1,2,,The efficacy of an enhanced version of the Aussie Optimism Program (AOP) was investigated in a cluster randomized controlled trial.,['D02']
451,29599729,1,3,,"Grade 6 students aged 10-11 years of age ( N = 2288) from 63 government primary schools in Perth, Western Australia, participated in the pre, post, and follow-up study.",['D03b']
452,29599729,1,4,,"Schools were randomly assigned to one of three conditions :  Aussie Optimism with teacher training, Aussie Optimism with teacher training plus coaching, or a usual care condition that received the regular Western Australian Health Education Curriculum.","['D04b', 'D04a']"
453,29599729,1,5,,"Students in the Aussie Optimism conditions received 20, 1-h lessons relating to social and interpersonal skills and optimistic thinking skills over the last 2 years of primary school.","['D04b', 'D04a']"
454,29599729,1,6,,"Parents in the active conditions received a parent information booklet each year, plus a self-directed program in Grade 7.","['D04b', 'D04a']"
455,29599729,1,7,,Students and parents completed the Extended Strengths and Difficulties Questionnaire.,"['D06a', 'D06b']"
456,29599729,1,8,,"Students who scored in the clinical range on the Emotional Symptoms Scale were given The Diagnostic Interview for Children and Adolescents IV, to assess suicidal ideation and behavior, and depressive and anxiety disorders.","['D06a', 'D06b']"
457,29599729,1,9,,Results indicated that Aussie Optimism with teacher training plus coaching was associated with the best outcomes: a significant increase in student-reported pro-social behavior from pre-test to post-test 1 (maintained at post-test 2) and significantly lower incidence rates from suicidal ideation at post-test 2 and follow-up.,[]
458,29599729,1,10,,"No significant intervention effects on anxiety and depressive disorders, and total difficulties were reported.","['D06a', 'D06b']"
459,29599729,1,11,,These findings suggest that the AOP with teacher training along with coaching may have the potential to positively impact on suicidality and pro-social behavior in the pre-adolescent years.,[]
460,29946269,1,1,,"Parent mental illness and family living arrangement are associated with depression and anxiety in children, and may influence the effects of programs that aim to prevent these disorders.",[]
461,29946269,1,2,,This study investigated whether these family context factors moderated the intervention effects of the enhanced Aussie Optimism Positive Thinking Skills program on depression and anxiety in primary school children.,[]
462,29946269,1,3,,"The intervention was a universal, cognitive-behavioral program, with a one hour session each week for 10 weeks, delivered by trained teachers.","['D04b', 'D04a']"
463,29946269,1,4,,"The participants were 502 children from 13 private schools, aged 9-11, with 347 in the intervention group and 155 in the control group.",['D03b']
464,29946269,1,5,,There were 267 females and 235 males.,[]
465,29946269,1,6,,Data from 502 parents was also included.,[]
466,29946269,1,7,,"A cluster randomized controlled trial design was used, including eight intervention schools and five control schools.",['D02']
467,29946269,1,8,,"Depression and anxiety were assessed at pre-test, post-test, and 6-months follow-up.","['D06a', 'D06b']"
468,29946269,1,9,,Information on parent mental illness and family living arrangement was collected through a parent questionnaire.,[]
469,29946269,1,10,,The data was analyzed using covariance analysis with Generalized Linear Mixed Methods.,['D09']
470,29946269,1,11,,"At baseline, depressive and anxiety symptoms did not differ significantly based on parent mental illness.","['D06a', 'D06b']"
471,29946269,1,12,,"Symptoms of depression at baseline were significantly higher for children from a higher-risk family living arrangement, but anxiety symptoms were not.",[]
472,29946269,1,13,,Parent mental illness and family living arrangement did not moderate the effects of the program on depression and anxiety at post-test or 6-months follow-up.,[]
473,29946269,1,14,,"Parent mental illness moderated the intervention effects on negative self-esteem, an aspect of depression, at post-test, with improvements seen only for children who did not have a parent with a mental illness.",[]
474,29946269,1,15,,The findings indicate an association between family living arrangement and depressive symptoms in children.,[]
475,29946269,1,16,,"The findings suggest that the program is effective for children regardless of parent mental illness or family living arrangement, although parent mental illness has the capacity to influence the program's outcomes.",[]
476,25844493,1,1,,"This article reports 2-year outcomes from a cluster randomized, controlled trial of the Early Risers (ER) program implemented as a selective preventive intervention in supportive housing settings for homeless families.",['D02']
477,25844493,1,2,,"Based on the goals of this comprehensive prevention program, we predicted that intervention participants receiving ER services would show improvement in parenting and child outcomes relative to families in treatment-as-usual sites.",[]
478,25844493,1,3,,"The sample included 270 children in 161 families, residing in 15 supportive housing sites; multimethod, multi-informant assessments conducted at baseline and yearly thereafter included parent and teacher report of child adjustment, parent report of parenting self-efficacy, and parent-child observations that yielded scores of effective parenting practices.",[]
479,25844493,1,4,,Data were modeled in HLM7 (4-level model accounting for nesting of children within families and families within housing sites).,['D09']
480,25844493,1,5,,"Two years' postbaseline, intent-to-treat (ITT) analyses indicated that parents in the ER group showed significantly improved parenting self-efficacy, and parent report indicated significant reductions in ER group children's depression.",[]
481,25844493,1,6,,No main effects of ITT were shown for observed parenting effectiveness.,[]
482,25844493,1,7,,"However, over time, average levels of parenting self-efficacy predicted observed effective parenting practices, and observed effective parenting practices predicted improvements in both teacher- and parent-report of child adjustment.",[]
483,25844493,1,8,,This is the first study to our knowledge to demonstrate prevention effects of a program for homeless families residing in family supportive housing.,[]
484,24837666,1,1,,"A randomized controlled trial was conducted among a potential high-risk group of 1,343 adolescents from low-income areas in The Netherlands to test the effectiveness of the depression prevention program Op Volle Kracht (OVK) as provided by teachers in a school setting.","['D03b', 'D02']"
485,24837666,1,2,,The results showed no main effect of the program on depressive symptoms at one-year follow-up.,[]
486,24837666,1,3,,A moderation effect was found for parental psychopathology; adolescents who had parents with psychopathology and received the OVK program had less depressive symptoms compared to adolescents with parents with psychopathology in the control condition.,[]
487,24837666,1,4,,"No moderating effects on depressive symptoms were found for gender, ethnical background, and level of baseline depressive symptoms.",[]
488,24837666,1,5,,An iatrogenic effect of the intervention was found on the secondary outcome of clinical depressive symptoms.,"['D06a', 'D06b']"
489,24837666,1,6,,"Based on the low level of reported depressive symptoms at baseline, it seems that our sample might not meet the characteristics of a high-risk selective group for depressive symptoms.",[]
490,24837666,1,7,,"Therefore, no firm conclusions can be drawn about the selective potential of the OVK depression prevention program.",[]
491,24837666,1,8,,"In its current form, the OVK program should not be implemented on a large scale in the natural setting for non-high-risk adolescents.",[]
492,24837666,1,9,,"Future research should focus on high-risk participants, such as children of parents with psychopathology.",[]
493,19167144,1,1,,"Accumulating evidence suggests that AIDS orphanhood status is accompanied by increased levels of psychological distress such as anxiety, depression, intense guilt, shame, and anger.",[]
494,19167144,1,2,,"However, few studies have examined the possible reduction of psychological distress in AIDS orphans through the help of interventions that promote well-being.",[]
495,19167144,1,3,,The objective of the study was to evaluate the effects of a school-based peer-group support intervention combined with periodic somatic health assessments and treatment on the psychosocial well-being of AIDS orphans in the Mbarara District of southwestern Uganda.,[]
496,19167144,1,4,,"In a cluster randomized controlled design, 326 AIDS orphans aged 10-15 years were assigned to either peer-group support intervention combined with monthly somatic healthcare (n=159) or control group (n=167) for follow-up assessment.",['D02']
497,19167144,1,5,,Baseline and 10 week follow-up psychological assessments were conducted in both groups using self-administered Beck Youth Inventories.,"['D06a', 'D06b']"
498,19167144,1,6,,Complete data were available for 298 orphans.,[]
499,19167144,1,7,,"After adjusting for baseline scores, follow-up scores for the intervention group in comparison with controls showed significant improvement in depression, anger, and anxiety but not for self-concept.","['D06a', 'D06b']"
500,19167144,1,8,,"This study demonstrated that peer-group support intervention decreased psychological distress, particularly symptoms of depression, anxiety and anger.",[]
501,19167144,1,9,,"Thus, the use of peer-group support interventions should be incorporated into existing school health programs.",[]
502,31877163,1,1,,"Generally speaking, institutionalised children and adolescents are at greatly increased risk of serious mental and behavioural problems, up to seven times more than their peers.",[]
503,31877163,1,2,,Life skills- based interventions using peer enforcement have been introduced as effective program to improve adolescents' emotional and behavioral health.,[]
504,31877163,1,3,,"Therefore, the current randomized control study aimed to determine, if a life skills-based intervention could improve the emotional health and self-esteem among Malaysian adolescents in orphanages.",[]
505,31877163,1,4,,"Overall, 271 male and female adolescents (13-18 years old) from 8 orphanages in Klang valley, Malaysia participated in the study.",['D03b']
506,31877163,1,5,,"Comparing the intervention to control group within 3 points of time, the finding of the study showed that immediately after finishing the interventional sessions (post-test), the mean scores of depression (F = 33.80, P<0.001, 2 = 0.11), anxiety (F = 6.28, P = 0.01, 2 = 0.02), stress (F = 32.05, P<0.001, 2 = 0.11) and self-esteem (F = 54.68, P<0.001, 2 = 0.17) were significantly decreased compared to the pre-test values.",[]
507,31877163,1,6,,"However, there was no significant difference between two groups in the depression mean scores (F = 2.33, P = 0.13).",[]
508,31877163,1,7,,"Regarding to the interaction between group and test a significant change was seen in the mean score of all 4 variables including depression (F = 31.04, P<0.001, 2 = 0.10), anxiety (F = 14.21, P<0.001, 2 = 0.05), stress (F = 15.67, P<0.001, 2 = 0.06) and self-esteem (F = 13.29, P<0.001, 2 = 0.05).",[]
509,31877163,1,8,,"Furthermore, except depression (mean = -1.37, P<0.001), no significant difference was seen between study variables' mean scores between post- and follow-up test (p>0.001).",[]
510,31877163,1,9,,These results provide preliminary approve for LSE to enhance emotional health and self-esteem in orphanages.,[]
511,31004264,1,1,,"School-based social and emotional learning programs aim to provide students with the skills they need to deal with life challenges, thereby enhancing their social and emotional wellbeing, academic outcomes, and reducing their risk of mental health difficulties.",[]
512,31004264,1,2,,"While there is a robust evidence base on the effectiveness of these programs originating from the US, there is a relative paucity of research on how these programs impact young people in other county contexts, especially for older adolescents and those at higher risk.",[]
513,31004264,1,3,,"This study sets out to address this research gap by evaluating the effectiveness of a social emotional learning program designed for older adolescents in Ireland, the MindOut program.",[]
514,31004264,1,4,,MindOut is a universal school-based social and emotional learning program designed for older adolescents in Ireland which was developed based on a common elements approach underpinned by CASEL's framework.,[]
515,31004264,1,5,,"Employing a cluster randomized-controlled trial, data on social and emotional skills, academic performance and mental health outcomes were collected from students (n=497; 51.1% female) ages 15-18 years in 32 disadvantaged schools.",['D02']
516,31004264,1,6,,"There were significant improvements in intervention students' social and emotional skills including, reduced suppression of emotions (p=0.035), use of more positive coping strategies [reduced avoidance coping p=<0.001) and increased social support coping p=0.044)].",[]
517,31004264,1,7,,Improvements in mental health and wellbeing were also found with significantly reduced levels of stress (p=0.017) and depressive symptoms (p=0.030) as well as reduced anxiety scores for females students (p=0.044).,[]
518,31004264,1,8,,"These short-term evaluation findings support the positive impact of school-based social and emotional learning programs, such as MindOut, when designed to be both age and culturally appropriate and delivered to older adolescents in disadvantaged schools.",[]
519,31249543,1,1,,Positive education aims to improve students' academic performance as well as their well-being and character strengths.,[]
520,31249543,1,2,,"In contrast to traditional school counseling methods that are typically  post hoc and pathological, positive education advocates a preventive and positive approach, which teaches students well-being skills that can reduce the chances of depression before it occurs.",[]
521,31249543,1,3,,The current study tested this hypothesis by using a pseudo-experiment design.,[]
522,31249543,1,4,,Six 8th grade classes ( N = 173) in a Chinese school were randomly assigned into two groups.,['D03b']
523,31249543,1,5,,"In the experiment group, students took positive education courses once a week that taught them primarily knowledge and skills related to positive emotions.","['D04b', 'D04a']"
524,31249543,1,6,,Students in the control group took regular moral education courses.,[]
